OBJECTID;CODIGO_ACCIDENTADO;FORMULARIO;FECHA_OCURRENCIA_ACC;HORA_OCURRENCIA_ACC;ANO_OCURRENCIA_ACC;MES_OCURRENCIA_ACC;DIA_OCURRENCIA_ACC;FECHA_HORA_ACC;DIRECCION;CLASE_ACC;LOCALIDAD;CODIGO_VEHICULO;CONDICION;MUERTE_POSTERIOR;FECHA_POSTERIOR_MUERTE;GENERO;EDAD;CONDICION_A
3122814;14075675;AA00724947;1,272E+12;1:10:00;2010;ABRIL;VIERNES;1,272E+12;AC 1-KR25 02;CHOQUE;LOS MARTIRES;1;PASAJERO;N;NA;MASCULINO;32;MOTOCICLISTA
3122815;14077583;AA00724947;1,272E+12;1:10:00;2010;ABRIL;VIERNES;1,272E+12;AC 1-KR25 02;CHOQUE;LOS MARTIRES;1;CONDUCTOR;S;1,272E+12;MASCULINO;26;CONDUCTOR
3123004;14317816;AA1237188;1,35166E+12;6:30:00;2012;OCTUBRE;MIERCOLES;1,35168E+12;AC 68-KR70 10;ATROPELLO;ENGATIVA;NA;PEATON;S;1,35166E+12;MASCULINO;72;PEATON
3123409;14297786;AA1062409;1,3349E+12;7:58:00;2012;ABRIL;VIERNES;1,33493E+12;KR 17H-CL72 S 04;CHOQUE;CIUDAD BOLIVAR;1;CONDUCTOR;N;NA;FEMENINO;32;CONDUCTOR
3123700;14075385;AA00725217;1,27537E+12;1:04:00;2010;JUNIO;MARTES;1,27537E+12;AV AVENIDA CIUDAD DE QUITO-CL 88 02;ATROPELLO;BARRIOS UNIDOS;NA;PEATON;N;NA;MASCULINO;49;PEATON
3123732;14081772;AA00785800;1,27865E+12;14:40:00;2010;JULIO;VIERNES;1,2787E+12;AV AVENIDA PRIMERO DE MAYO-KR 68H 76;ATROPELLO;KENNEDY;NA;PEATON;S;1,27865E+12;FEMENINO;58;PEATON
3123774;14085042;AA00785292;1,27822E+12;21:30:00;2010;JULIO;DOMINGO;1,2783E+12;AK 68-CL17 02;ATROPELLO;PUENTE ARANDA;NA;PEATON;S;1,27874E+12;MASCULINO;48;PEATON
3123861;14075367;AA00724902;1,272E+12;18:30:00;2010;ABRIL;VIERNES;1,27207E+12;KR 1-CL57 S 02;CHOQUE;TUNJUELITO;2;CONDUCTOR;N;NA;MASCULINO;30;CONDUCTOR
3123950;14297729;AA1102020;1,33602E+12;8:20:00;2012;MAYO;JUEVES;1,33605E+12;AV AVENIDA BOYACA-CL 71A 27;CHOQUE;ENGATIVA;1;CONDUCTOR;N;NA;MASCULINO;34;CONDUCTOR
3123962;14298029;AA1238077;1,3527E+12;11:07:00;2012;NOVIEMBRE;LUNES;1,35274E+12;AK 30-CL12 71;ATROPELLO;PUENTE ARANDA;NA;PEATON;N;NA;FEMENINO;31;PEATON
3124069;14308887;AA1108353;1,3393E+12;13:50:00;2012;JUNIO;DOMINGO;1,33935E+12;AC 13-KR104 02;ATROPELLO;FONTIBON;NA;PEATON;S;1,34095E+12;FEMENINO;39;PEATON
3124217;14313046;AA1062469;1,33507E+12;3:00:00;2012;ABRIL;DOMINGO;1,33508E+12;AV AVENIDA BOYACA-CL 63 02;CHOQUE;ENGATIVA;2;PASAJERO;S;1,33507E+12;FEMENINO;42;PASAJERO
3124331;14320799;AA1102125;1,33628E+12;11:50:00;2012;MAYO;DOMINGO;1,33632E+12;CL 84-KR1D S 02;ATROPELLO;USME;NA;PEATON;N;NA;MASCULINO;NA;PEATON
3124353;14304054;AA1063094;1,3355E+12;8:05:00;2012;ABRIL;VIERNES;1,33553E+12;CL 183-KR20 02;ATROPELLO;USAQUEN;NA;PEATON;S;1,33732E+12;MASCULINO;71;PEATON
3124563;14303892;AA1057909;1,33092E+12;20:30:00;2012;MARZO;LUNES;1,331E+12;AV AVENIDA DEL SUR-CL 63 02;CHOQUE;BOSA;2;PASAJERO;S;1,33101E+12;FEMENINO;21;MOTOCICLISTA
3124786;14075379;AA00730734;1,27805E+12;10:15:00;2010;JULIO;VIERNES;1,27808E+12;AK 9-CL 166 02;VOLCAMIENTO;USAQUEN;1;PEATON;N;NA;MASCULINO;31;PEATON
3124898;14297810;AA1101753;1,33628E+12;6:15:00;2012;MAYO;DOMINGO;1,3363E+12;AC 90-KR 91 51;ATROPELLO;ENGATIVA;NA;PEATON;N;NA;MASCULINO;78;PEATON
3124938;14300805;AA1100902;1,3374E+12;3:35:00;2012;MAYO;SABADO;1,33742E+12;AV AVENIDA BOYACA-DG 51 S 02;CHOQUE;TUNJUELITO;1;CONDUCTOR;S;1,3374E+12;MASCULINO;75;CONDUCTOR
3124954;14297820;AA1101337;1,33758E+12;20:55:00;2012;MAYO;LUNES;1,33765E+12;CL 42B-KR 82D S 04;CHOQUE;KENNEDY;1;PEATON;N;NA;MASCULINO;20;PEATON
3125507;14323484;AA1108685;1,33956E+12;21:30:00;2012;JUNIO;MIERCOLES;1,33964E+12;AV AVENIDA BOYACA-CL 12C 02;ATROPELLO;KENNEDY;NA;PEATON;N;NA;FEMENINO;17;PEATON
3125932;14319055;AA1101648;1,33801E+12;17:15:00;2012;MAYO;SABADO;1,33807E+12;KR 10-CL6 02;CAIDA DE OCUPANTE;CANDELARIA;NA;PEATON;S;1,33835E+12;MASCULINO;51;PEATON
3126147;14297824;AA1108687;1,33922E+12;19:00:00;2012;JUNIO;SABADO;1,33929E+12;AC 72-KR81A 21;ATROPELLO;ENGATIVA;NA;PEATON;N;NA;MASCULINO;18;PEATON
3126210;14313919;AA1234407;1,34872E+12;22:18:00;2012;SEPTIEMBRE;JUEVES;1,3488E+12;CL 127-KR102A 02;ATROPELLO;SUBA;NA;PEATON;S;1,34881E+12;MASCULINO;58;PEATON
3126281;14305388;AA1109098;1,33922E+12;20:30:00;2012;JUNIO;SABADO;1,33929E+12;KR 27-CL38 S 02;ATROPELLO;RAFAEL URIBE URIBE;NA;PEATON;S;1,33982E+12;FEMENINO;57;PEATON
3126446;14297730;AA1102600;1,33835E+12;6:05:00;2012;MAYO;MIERCOLES;1,33838E+12;CL 36-KR2 S 14;CHOQUE;SAN CRISTOBAL;1;CONDUCTOR;N;NA;MASCULINO;52;CONDUCTOR
3126576;14325890;AA1063013;1,33585E+12;18:30:00;2012;MAYO;MARTES;1,33592E+12;CL 75D-KR74F S 02;ATROPELLO;CIUDAD BOLIVAR;NA;PEATON;N;NA;MASCULINO;5;PEATON
3126578;14297959;AA1102021;1,33619E+12;14:25:00;2012;MAYO;SABADO;1,33625E+12;CL 42-KR 89A S 15;VOLCAMIENTO;KENNEDY;1;PEATON;N;NA;FEMENINO;18;PEATON
3126698;14083795;AA00728530;1,27511E+12;18:30:00;2010;MAYO;SABADO;1,27518E+12;CL 72-KR11 02;ATROPELLO;CHAPINERO;NA;PEATON;S;1,27511E+12;FEMENINO;32;PEATON
3126798;14075345;AA00724960;1,27183E+12;9:10:00;2010;ABRIL;MIERCOLES;1,27186E+12;AV AVENIDA CARACAS-CL 13A S 02;CHOQUE;ANTONIO NARINO;2;CONDUCTOR;N;NA;MASCULINO;28;CONDUCTOR
3126856;14297803;AA1062177;1,33447E+12;3:55:00;2012;ABRIL;DOMINGO;1,33448E+12;AK 45-CL 178 19;ATROPELLO;SUBA;NA;PEATON;N;NA;MASCULINO;24;PEATON
3127057;14317310;AA1103451;1,34025E+12;8:14:00;2012;JUNIO;JUEVES;1,34028E+12;KR 5-CL6B 02;CHOQUE;CANDELARIA;2;CONDUCTOR;S;1,34025E+12;MASCULINO;54;CONDUCTOR
3127109;14307354;AA1057567;1,33066E+12;21:15:00;2012;MARZO;VIERNES;1,33074E+12;AV AVENIDA DE LAS AMERICAS-KR 75 92;CHOQUE;KENNEDY;1;CONDUCTOR;S;1,33084E+12;MASCULINO;24;CONDUCTOR
3127241;14301412;AA1102627;1,33844E+12;19:15:00;2012;MAYO;JUEVES;1,33851E+12;AV AVENIDA CIUDAD DE CALI-CL 91A 02;ATROPELLO;SUBA;1;CONDUCTOR;S;1,33922E+12;MASCULINO;47;CONDUCTOR
3127297;14319057;AA1109431;1,33853E+12;13:45:00;2012;JUNIO;VIERNES;1,33858E+12;AV AVENIDA PRIMERA DE MAYO-KR 36 02;ATROPELLO;PUENTE ARANDA;NA;PEATON;S;1,33853E+12;MASCULINO;84;PEATON
3127792;14093003;AA00784250;1,27761E+12;8:30:00;2010;JUNIO;DOMINGO;1,27765E+12;AC 72-KR20C 02;CHOQUE;BARRIOS UNIDOS;2;PASAJERO;S;1,27805E+12;MASCULINO;19;MOTOCICLISTA
3127961;14303025;AA1060314;1,33274E+12;15:35:00;2012;MARZO;LUNES;1,33279E+12;AV AVENIDA BOYACA-CL 60A S 26;ATROPELLO;CIUDAD BOLIVAR;NA;PEATON;S;1,33282E+12;FEMENINO;79;PEATON
3128408;14316580;AA1101637;1,33801E+12;22:40:00;2012;MAYO;SABADO;1,33809E+12;KR 10-CL2 02;ATROPELLO;SANTA FE;NA;PEATON;S;1,33809E+12;MASCULINO;39;PEATON
3128519;14075390;AA00729829;1,27606E+12;7:55:00;2010;JUNIO;MIERCOLES;1,27609E+12;AV AVENIDA BOYACA-CL 4 94;ATROPELLO;KENNEDY;NA;PEATON;N;NA;MASCULINO;24;PEATON
3128573;14075383;AA00723306;1,27148E+12;3:40:00;2010;ABRIL;SABADO;1,27149E+12;KR 13-CL52 95;ATROPELLO;CHAPINERO;NA;PEATON;N;NA;MASCULINO;25;PEATON
3128581;14083937;AA00784223;1,27805E+12;12:40:00;2010;JULIO;VIERNES;1,27809E+12;CL 60-KR13A 02;CAIDA DE OCUPANTE;CHAPINERO;1;PASAJERO;S;1,28047E+12;FEMENINO;75;PASAJERO
3128668;14082457;AA00728993;1,27589E+12;9:00:00;2010;JUNIO;LUNES;1,27592E+12;AK 7-CL164D 36;ATROPELLO;USAQUEN;NA;PEATON;S;1,28003E+12;FEMENINO;72;PEATON
3128697;14095026;AA00787893;1,28142E+12;7:20:00;2010;AGOSTO;MARTES;1,28144E+12;CL 98-KR91 02;CHOQUE;ENGATIVA;2;CONDUCTOR;S;1,2815E+12;FEMENINO;30;CONDUCTOR
3129162;14297823;AA1109072;1,33905E+12;8:55:00;2012;JUNIO;JUEVES;1,33908E+12;CL 69B-KR73H S 62;ATROPELLO;CIUDAD BOLIVAR;NA;PEATON;N;NA;MASCULINO;70;PEATON
3129423;14299159;AA1108354;1,33956E+12;12:20:00;2012;JUNIO;MIERCOLES;1,33961E+12;CL 23B-KR117A 20;ATROPELLO;FONTIBON;1;PASAJERO;S;1,34406E+12;MASCULINO;69;MOTOCICLISTA
3129600;14084578;AA00724909;1,27209E+12;22:30:00;2010;ABRIL;SABADO;1,27217E+12;AV AVENIDA CIUDAD DE CALI-CL 7 02;CHOQUE;KENNEDY;2;CONDUCTOR;S;1,27243E+12;MASCULINO;26;CONDUCTOR
3129905;14314360;AA1102425;1,33827E+12;12:50:00;2012;MAYO;MARTES;1,33831E+12;KR 12-CL145 02;ATROPELLO;USAQUEN;NA;PEATON;S;1,33861E+12;MASCULINO;68;PEATON
3130264;14317287;AA1100478;1,33689E+12;19:30:00;2012;MAYO;DOMINGO;1,33696E+12;AV AVENIDA CIUDAD DE CALI-CL 71A 20;ATROPELLO;ENGATIVA;1;CONDUCTOR;S;1,33697E+12;MASCULINO;39;CONDUCTOR
3130265;14317632;AA1100478;1,33689E+12;19:30:00;2012;MAYO;DOMINGO;1,33696E+12;AV AVENIDA CIUDAD DE CALI-CL 71A 20;ATROPELLO;ENGATIVA;NA;PEATON;S;1,3374E+12;MASCULINO;49;PEATON
3130359;14297681;AA1109073;1,33956E+12;9:15:00;2012;JUNIO;MIERCOLES;1,3396E+12;CL 57-KR88F 02;CHOQUE;BOSA;1;CONDUCTOR;N;NA;MASCULINO;26;CONDUCTOR
3130479;14075575;AA00724953;1,27174E+12;18:07:00;2010;ABRIL;MARTES;1,2718E+12;AV AVENIDA CARACAS-CL 16 54;ATROPELLO;SANTA FE;NA;PEATON;N;NA;MASCULINO;31;PEATON
3130493;14075508;AA00730751;1,27874E+12;0:20:00;2010;JULIO;SABADO;1,27874E+12;AK 30-CL19C 02;CHOQUE;PUENTE ARANDA;1;CONDUCTOR;N;NA;MASCULINO;29;CONDUCTOR
3130503;14075593;AA00730731;1,27891E+12;5:05:00;2010;JULIO;LUNES;1,27893E+12;AV AVENIDA DE LAS AMERICAS-AV AVENIDA BOYACA 02;CHOQUE;KENNEDY;1;PEATON;N;NA;MASCULINO;34;PEATON
3131046;14317290;AA1100936;1,33732E+12;18:45:00;2012;MAYO;VIERNES;1,33738E+12;AC 3-KR25A 02;CHOQUE;LOS MARTIRES;2;CONDUCTOR;S;1,3374E+12;MASCULINO;12;CONDUCTOR
3131098;14297836;AA1105694;1,34267E+12;23:15:00;2012;JULIO;JUEVES;1,34276E+12;AV AVENIDA BOYACA-CL 53A 18;CHOQUE;ENGATIVA;2;PEATON;N;NA;MASCULINO;27;PEATON
3131196;14317426;AA1300527;1,36929E+12;4:30:00;2013;MAYO;JUEVES;1,3693E+12;AV AVENIDA CARACAS-CL 5 02;CHOQUE;SANTA FE;1;CONDUCTOR;S;1,36946E+12;MASCULINO;34;CONDUCTOR
3131203;14300854;AA1299539;1,36929E+12;22:10:00;2013;MAYO;JUEVES;1,36937E+12;AV AVENIDA BOYACA-DG 52A S 02;CHOQUE;TUNJUELITO;2;CONDUCTOR;S;1,37119E+12;MASCULINO;63;CONDUCTOR
3131426;14320811;AA1299043;1,36851E+12;21:45:00;2013;MAYO;MARTES;1,36859E+12;AC 26-KR68D 35;ATROPELLO;FONTIBON;NA;PEATON;N;NA;MASCULINO;NA;PEATON
3131546;14081532;AA00785223;1,27891E+12;12:00:00;2010;JULIO;LUNES;1,27895E+12;CL 59-KR77LBISA S 02;CHOQUE;BOSA;2;CONDUCTOR;S;1,27891E+12;MASCULINO;77;CONDUCTOR
3131979;14300144;AA1108666;1,33913E+12;22:35:00;2012;JUNIO;VIERNES;1,33921E+12;AV AVENIDA CIUDAD DE CALI-CL 140A 51;CHOQUE;SUBA;2;CONDUCTOR;S;1,34501E+12;MASCULINO;63;CONDUCTOR
3132250;14322998;AA1251456;1,36617E+12;7:30:00;2013;ABRIL;MIERCOLES;1,3662E+12;TR 60-CL49 02;ATROPELLO;TUNJUELITO;NA;PEATON;S;1,36669E+12;FEMENINO;NA;PEATON
3132360;14313803;AA1250576;1,36617E+12;15:40:00;2013;ABRIL;MIERCOLES;1,36623E+12;CL 116-KR45 94;CHOQUE;SUBA;2;CONDUCTOR;S;1,36626E+12;MASCULINO;29;CONDUCTOR
3132572;14075585;AA00729223;1,27684E+12;19:00:00;2010;JUNIO;VIERNES;1,27691E+12;AV AVENIDA DE LAS AMERICAS-KR 78M 43;ATROPELLO;KENNEDY;NA;PEATON;N;NA;MASCULINO;24;PEATON
3132760;14313749;AA1105787;1,34276E+12;7:15:00;2012;JULIO;VIERNES;1,34279E+12;AV AVENIDA BOYACA-CL 129 02;CHOQUE;SUBA;2;CONDUCTOR;S;1,34276E+12;MASCULINO;22;CONDUCTOR
3132862;14323465;AA1101565;1,33775E+12;6:30:00;2012;MAYO;MIERCOLES;1,33777E+12;CL 54-KR 80 S 02;ATROPELLO;KENNEDY;NA;PEATON;N;NA;MASCULINO;16;PEATON
3133028;14297917;AA1301431;1,37032E+12;19:12:00;2013;JUNIO;MARTES;1,37039E+12;AV AVENIDA CENTENARIO-CL 134A 41;CHOQUE;FONTIBON;1;PEATON;N;NA;MASCULINO;26;PEATON
3133226;14312182;AA1301761;1,37041E+12;6:40:00;2013;JUNIO;MIERCOLES;1,37043E+12;KR 111A-CL19A 34;CHOQUE;FONTIBON;2;CONDUCTOR;S;1,37093E+12;MASCULINO;50;CONDUCTOR
3133875;14297764;AA1299897;1,36903E+12;4:00:00;2013;MAYO;LUNES;1,36904E+12;AV AVENIDA CENTENARIO-KR 98 02;CHOQUE;FONTIBON;1;CONDUCTOR;N;NA;MASCULINO;23;CONDUCTOR
3133989;14325894;AA1305511;1,36764E+12;15:25:00;2013;MAYO;SABADO;1,3677E+12;AV AVENIDA BOYACA-CL 39I 20;CHOQUE;KENNEDY;2;CONDUCTOR;N;NA;MASCULINO;7;CONDUCTOR
3134331;14312479;AA1235373;1,34933E+12;16:05:00;2012;OCTUBRE;JUEVES;1,34938E+12;AC 26-KR106 39;ATROPELLO;FONTIBON;NA;PEATON;S;1,34941E+12;MASCULINO;38;PEATON
3134536;14077169;AA00723438;1,27027E+12;16:25:00;2010;ABRIL;SABADO;1,27033E+12;KR 86-CL53 S 02;ATROPELLO;BOSA;NA;PEATON;S;1,27027E+12;MASCULINO;84;PEATON
3134538;14075612;AA00790447;1,28755E+12;11:58:00;2010;OCTUBRE;MIERCOLES;1,28759E+12;KR 19G-CL 63 S 02;CHOQUE;CIUDAD BOLIVAR;1;PEATON;N;NA;MASCULINO;29;PEATON
3134625;14075362;AA00790445;1,28461E+12;11:00:00;2010;SEPTIEMBRE;JUEVES;1,28465E+12;KR 120-CL80 02;ATROPELLO;ENGATIVA;NA;PEATON;N;NA;MASCULINO;49;PEATON
3134828;14320807;AA1251099;1,36574E+12;21:45:00;2013;ABRIL;VIERNES;1,36582E+12;AK 30-CL5 02;ATROPELLO;PUENTE ARANDA;NA;PEATON;N;NA;MASCULINO;NA;PEATON
3134866;14322914;AA1248641;1,36462E+12;16:30:00;2013;MARZO;SABADO;1,36468E+12;TR 70G-CL64A S 02;CHOQUE;CIUDAD BOLIVAR;1;CONDUCTOR;N;NA;MASCULINO;7;CONDUCTOR
3134988;14297662;AA1251407;1,36617E+12;14:00:00;2013;ABRIL;MIERCOLES;1,36623E+12;AV AVENIDA CIUDAD DE CALI-CL 139 61;ATROPELLO;SUBA;NA;PEATON;N;NA;MASCULINO;85;PEATON
3135123;14318956;AA1238896;1,35304E+12;1:00:00;2012;NOVIEMBRE;VIERNES;1,35305E+12;CL 84-KR1B S 02;CHOQUE;USME;1;CONDUCTOR;S;1,35313E+12;MASCULINO;32;CONDUCTOR
3135400;14297713;AA1103761;1,34233E+12;23:16:00;2012;JULIO;DOMINGO;1,34241E+12;AK 68-CL63 02;CAIDA DE OCUPANTE;BARRIOS UNIDOS;1;PASAJERO;N;NA;MASCULINO;28;PASAJERO
3135401;14297993;AA1103761;1,34233E+12;23:16:00;2012;JULIO;DOMINGO;1,34241E+12;AK 68-CL63 02;CAIDA DE OCUPANTE;BARRIOS UNIDOS;1;PASAJERO;N;NA;MASCULINO;28;PASAJERO
3135402;14312406;AA1103761;1,34233E+12;23:16:00;2012;JULIO;DOMINGO;1,34241E+12;AK 68-CL63 02;CAIDA DE OCUPANTE;BARRIOS UNIDOS;NA;PEATON;S;1,34285E+12;MASCULINO;19;PEATON
3135549;14303856;AA1105761;1,34475E+12;14:30:00;2012;AGOSTO;DOMINGO;1,3448E+12;CL 59-KR77 59-KR77LBIS;CAIDA DE OCUPANTE;BOSA;1;PASAJERO;S;1,34535E+12;MASCULINO;42;PASAJERO
3135647;14297965;AA1107596;1,34769E+12;20:55:00;2012;SEPTIEMBRE;SABADO;1,34776E+12;AK 68-CL74A 02;ATROPELLO;BARRIOS UNIDOS;NA;PEATON;N;NA;FEMENINO;35;PEATON
3135653;14305917;AA1232485;1,34725E+12;13:00:00;2012;SEPTIEMBRE;LUNES;1,3473E+12;DG 21-KR21A S 50;CAIDA DE OCUPANTE;ANTONIO NARINO;1;PASAJERO;S;1,34751E+12;FEMENINO;35;PASAJERO
3135852;14320801;AA1108478;1,34518E+12;6:19:00;2012;AGOSTO;VIERNES;1,3452E+12;KR 16-CL10 39;ATROPELLO;LOS MARTIRES;NA;PEATON;N;NA;MASCULINO;NA;PEATON
3135940;14297845;AA1230681;1,34596E+12;6:00:00;2012;AGOSTO;DOMINGO;1,34598E+12;AC 72-KR105F 02;CHOQUE;ENGATIVA;1;PEATON;N;NA;MASCULINO;46;PEATON
3135949;14297846;AA1230897;1,34587E+12;21:30:00;2012;AGOSTO;SABADO;1,34595E+12;AK 68-CL64 02;ATROPELLO;BARRIOS UNIDOS;NA;PEATON;N;NA;MASCULINO;43;PEATON
3136155;14315855;AA1104565;1,34129E+12;8:20:00;2012;JULIO;MARTES;1,34132E+12;CL 17-KR29C S 02;ATROPELLO;ANTONIO NARINO;NA;PEATON;S;1,34129E+12;MASCULINO;79;PEATON
3136465;14303066;AA1235060;1,34967E+12;9:40:00;2012;OCTUBRE;LUNES;1,34971E+12;KR 18B-CL60G S 36;ATROPELLO;CIUDAD BOLIVAR;NA;PEATON;S;1,35002E+12;FEMENINO;45;PEATON
3136493;14324318;AA1108508;1,34475E+12;19:42:00;2012;AGOSTO;DOMINGO;1,34482E+12;CL 63-KR98B S 02;CHOQUE;BOSA;NA;PEATON;S;1,34483E+12;MASCULINO;16;PEATON
3136598;14297677;AA1104974;1,34181E+12;12:55:00;2012;JULIO;LUNES;1,34186E+12;KR 18A-CL70 S 51;VOLCAMIENTO;CIUDAD BOLIVAR;2;PEATON;N;NA;MASCULINO;15;PEATON
3136923;14297751;AA1241959;1,35537E+12;16:48:00;2012;DICIEMBRE;JUEVES;1,35544E+12;CL 13-KR32 02;ATROPELLO;PUENTE ARANDA;1;CONDUCTOR;N;NA;MASCULINO;46;CONDUCTOR
3137022;14315517;AA1238840;1,35252E+12;21:15:00;2012;NOVIEMBRE;SABADO;1,3526E+12;KR 93-CL123 02;OTRO;SUBA;1;CONDUCTOR;S;1,35296E+12;MASCULINO;21;CONDUCTOR
3137374;14181709;AA00791893;1,28686E+12;17:08:00;2010;OCTUBRE;MARTES;1,28692E+12;KR 68-DG 35A S 02;ATROPELLO;KENNEDY;NA;PEATON;N;NA;MASCULINO;65;PEATON
3137528;14297679;AA1108625;1,34527E+12;11:25:00;2012;AGOSTO;SABADO;1,34531E+12;KR 3-CL73D S 02;ATROPELLO;USME;NA;PEATON;N;NA;FEMENINO;54;PEATON
3137963;14297852;AA1231686;1,34769E+12;8:55:00;2012;SEPTIEMBRE;SABADO;1,34772E+12;AV AVENIDA PRIMERO DE MAYO-KR 30 02;ATROPELLO;ANTONIO NARINO;NA;PEATON;N;NA;MASCULINO;51;PEATON
3138096;14298007;AA1107184;1,34371E+12;21:51:00;2012;JULIO;MARTES;1,34379E+12;CL 63-KR 96 S 78;CAIDA DE OCUPANTE;BOSA;1;PASAJERO;N;NA;FEMENINO;58;PASAJERO
3138565;14185615;AA0994882;1,32047E+12;16:00:00;2011;NOVIEMBRE;SABADO;1,32053E+12;AV AVENIDA BOYACA-KR 25 02;CHOQUE;TUNJUELITO;1;CONDUCTOR;S;1,32056E+12;MASCULINO;31;CONDUCTOR
3138713;14325794;AA1234366;1,34846E+12;11:15:00;2012;SEPTIEMBRE;LUNES;1,3485E+12;KR 10-CL25 S 05;ATROPELLO;RAFAEL URIBE URIBE;NA;PEATON;S;1,34846E+12;FEMENINO;12;PEATON
3138898;14297741;AA1107595;1,3476E+12;17:00:00;2012;SEPTIEMBRE;VIERNES;1,34766E+12;KR 1A-CL81A S 16;CHOQUE;USME;8;CONDUCTOR;N;NA;MASCULINO;26;CONDUCTOR
3138899;14297853;AA1107595;1,3476E+12;17:00:00;2012;SEPTIEMBRE;VIERNES;1,34766E+12;KR 1A-CL81A S 16;CHOQUE;USME;NA;PEATON;N;NA;MASCULINO;29;PEATON
3138900;14297995;AA1107595;1,3476E+12;17:00:00;2012;SEPTIEMBRE;VIERNES;1,34766E+12;KR 1A-CL81A S 16;CHOQUE;USME;2;PASAJERO;N;NA;MASCULINO;25;PASAJERO
3138905;14297854;AA1108056;1,34769E+12;2:17:00;2012;SEPTIEMBRE;SABADO;1,34769E+12;DG 16-KR39 S 02;VOLCAMIENTO;PUENTE ARANDA;1;PEATON;N;NA;MASCULINO;41;PEATON
3139005;14207387;A001711850;1,74452E+12;1:05:00;2025;ABRIL;DOMINGO;1,74452E+12;CL 132 D 152 02;CHOQUE;SUBA;1;MOTOCICLISTA;S;1,74471E+12;MASCULINO;32;MOTOCICLISTA
3139462;14193755;AA1052923;1,32695E+12;10:20:00;2012;ENERO;JUEVES;1,32699E+12;AV AVENIDA CIRCUNVALAR-CL 12 02;CHOQUE;SANTA FE;2;CONDUCTOR;S;1,32997E+12;MASCULINO;49;CONDUCTOR
3139588;14204421;AA1056011;1,32997E+12;23:00:00;2012;FEBRERO;JUEVES;1,33006E+12;KR 10-CL 6 02;CHOQUE;SANTA FE;1;PASAJERO;N;NA;FEMENINO;18;MOTOCICLISTA
3139644;14181908;AA0879145;1,30241E+12;9:40:00;2011;ABRIL;DOMINGO;1,30245E+12;AK 68-CL39F 02;CHOQUE;KENNEDY;1;PASAJERO;N;NA;FEMENINO;31;MOTOCICLISTA
3139674;14192162;AA10081;1,4372E+12;11:52:00;2015;JULIO;SABADO;1,43724E+12;KR 95-CL 54 S 02;CHOQUE;BOSA;2;CONDUCTOR;S;1,43737E+12;MASCULINO;26;CONDUCTOR
3139935;14207330;A001711846;1,74469E+12;5:47:00;2025;ABRIL;MARTES;1,74471E+12;AVENIDA BOYACA 25 A 02;CHOQUE;FONTIBON;2;MOTOCICLISTA;N;NA;FEMENINO;46;MOTOCICLISTA
3139971;14207423;A001712561;1,74513E+12;2:05:00;2025;ABRIL;DOMINGO;1,74513E+12;CL 70 SUR 27 02;CHOQUE;CIUDAD BOLIVAR;2;MOTOCICLISTA;N;NA;NA;NA;MOTOCICLISTA
3140150;14207597;A001712079;1,74504E+12;13:00:00;2025;ABRIL;SABADO;1,74509E+12;CL 80 112 02;ATROPELLO;ENGATIVA;NA;PEATON;S;1,75696E+12;FEMENINO;71;PEATON
3140157;14207595;A001712428;1,74504E+12;16:55:00;2025;ABRIL;SABADO;1,7451E+12;CL 53 SUR 86 A 02;ATROPELLO;BOSA;NA;PEATON;S;1,74547E+12;MASCULINO;61;PEATON
3140180;14297716;AA1058084;1,33101E+12;5:22:00;2012;MARZO;MARTES;1,33103E+12;AV AVENIDA DEL SUR-AV AVENIDA CUIDAD DE VILLAVICENCIO 02;CHOQUE;BOSA;1;CONDUCTOR;N;NA;MASCULINO;20;CONDUCTOR
3140190;14207630;A001712560;1,74478E+12;21:00:00;2025;ABRIL;MIERCOLES;1,74486E+12;CL 13 65 02;CHOQUE;PUENTE ARANDA;2;MOTOCICLISTA;S;1,74497E+12;MASCULINO;27;MOTOCICLISTA
3140515;14207923;A001712386;1,7453E+12;17:45:00;2025;ABRIL;MARTES;1,74536E+12;KR 68 20 SUR 02;CHOQUE;PUENTE ARANDA;3;MOTOCICLISTA;N;NA;MASCULINO;19;MOTOCICLISTA
3140592;14207995;A001712160;1,74547E+12;19:08:00;2025;ABRIL;JUEVES;1,74554E+12;KR 10 13 SUR 02;CHOQUE;ANTONIO NARINO;2;MOTOCICLISTA;N;NA;MASCULINO;20;MOTOCICLISTA
3140863;14207343;A001712016;1,74469E+12;13:03:00;2025;ABRIL;MARTES;1,74474E+12;CL 127 91 B 02;ATROPELLO;SUBA;NA;PEATON;N;NA;MASCULINO;62;PEATON
3141124;14297952;AA1060934;1,32453E+12;16:40:00;2011;DICIEMBRE;JUEVES;1,32459E+12;TR 78L-CL68A S 15;ATROPELLO;BOSA;NA;PEATON;N;NA;FEMENINO;71;PEATON
3141206;14312316;AA1101831;1,33576E+12;10:00:00;2012;ABRIL;LUNES;1,3358E+12;AV AVENIDA CENTENARIO-KR 96B 37;ATROPELLO;FONTIBON;NA;PEATON;S;1,33637E+12;MASCULINO;85;PEATON
3141252;14307827;AA1060874;1,32816E+12;6:10:00;2012;FEBRERO;JUEVES;1,32818E+12;AV AVENIDA BOYACA-CL 7 02;ATROPELLO;KENNEDY;NA;PEATON;S;1,32842E+12;MASCULINO;69;PEATON
